1405976898.8 0.132813930511 11 2 37f07e3e-4496-43a2-a4f1-45dbd4197b15
1405976898.84 0.0242819786072 6 1 37f07e3e-4496-43a2-a4f1-45dbd4197b15
1405976898.94 0.0689630508423 37 0 ef3879de-9577-4dd1-9e9e-980510eac2f6
1405976898.97 0.0921900272369 74 1 37f07e3e-4496-43a2-a4f1-45dbd4197b15
1405976899.08 0.118596076965 37 856544 ef3879de-9577-4dd1-9e9e-980510eac2f6
1405976899.1 0.0602371692657 17 8 37f07e3e-4496-43a2-a4f1-45dbd4197b15
1405976899.12 0.0238890647888 7 1 ef3879de-9577-4dd1-9e9e-980510eac2f6
1405976899.13 0.0619268417358 28 0 92a510bf-e2ea-47b8-adf7-5ac064d6bd65
1405976899.18 0.0346169471741 17 7 92a510bf-e2ea-47b8-adf7-5ac064d6bd65
1405976899.21 0.033536195755 7 1 ef3879de-9577-4dd1-9e9e-980510eac2f6
1405976899.23 0.10488986969 74 3 37f07e3e-4496-43a2-a4f1-45dbd4197b15
1405976899.26 0.039754152298 24 18 92a510bf-e2ea-47b8-adf7-5ac064d6bd65
1405976899.27 0.0376949310303 14 6 ef3879de-9577-4dd1-9e9e-980510eac2f6
1405976899.32 0.0245168209076 8 1 92a510bf-e2ea-47b8-adf7-5ac064d6bd65
1405976899.32 0.0503509044647 18 12 d8507462-8c76-4742-9070-bf045f1e147b
1405976899.32 0.02024102211 3 0 ef3879de-9577-4dd1-9e9e-980510eac2f6
1405976899.37 0.026132106781 7 1 ef3879de-9577-4dd1-9e9e-980510eac2f6
1405976899.4 0.14720416069 90 16 37f07e3e-4496-43a2-a4f1-45dbd4197b15
1405976899.46 0.126044988632 108 59 92a510bf-e2ea-47b8-adf7-5ac064d6bd65
1405976899.52 0.0449390411377 12 3 0d65c850-f08c-4382-a6f9-7e367fdbe063
1405976899.52 0.0293869972229 11 1 92a510bf-e2ea-47b8-adf7-5ac064d6bd65
1405976899.54 0.0843050479889 56 5 ef3879de-9577-4dd1-9e9e-980510eac2f6
1405976899.56 0.0294969081879 12 0 0d65c850-f08c-4382-a6f9-7e367fdbe063
1405976899.57 0.0253748893738 6 1 92a510bf-e2ea-47b8-adf7-5ac064d6bd65
1405976899.6 0.0295379161835 6 2 ef3879de-9577-4dd1-9e9e-980510eac2f6
1405976899.66 0.0291459560394 9 1 ef3879de-9577-4dd1-9e9e-980510eac2f6
1405976899.66 0.0412650108337 11 1 92a510bf-e2ea-47b8-adf7-5ac064d6bd65
1405976899.69 0.337476015091 270 968 d8507462-8c76-4742-9070-bf045f1e147b
1405976899.71 0.0276031494141 6 1 92a510bf-e2ea-47b8-adf7-5ac064d6bd65
1405976899.73 0.0546481609344 30 26 ef3879de-9577-4dd1-9e9e-980510eac2f6
1405976899.74 0.0652329921722 29 17 627c3cf4-89e6-4992-9481-ea81e6dcd50a
1405976899.8 0.0282411575317 10 2 d8507462-8c76-4742-9070-bf045f1e147b
1405976899.81 0.0454120635986 27 22 ef3879de-9577-4dd1-9e9e-980510eac2f6
1405976899.91 0.482062101364 397 517 37f07e3e-4496-43a2-a4f1-45dbd4197b15
1405976899.94 0.106394052505 78 1 627c3cf4-89e6-4992-9481-ea81e6dcd50a
1405976899.94 0.104642152786 83 1 d8507462-8c76-4742-9070-bf045f1e147b
1405976899.95 0.0764670372009 42 34 61135d15-67d7-4bc7-a78c-d57bb55cffba
1405976899.98 0.0257408618927 8 1 37f07e3e-4496-43a2-a4f1-45dbd4197b15
1405976899.99 0.0301749706268 8 1 627c3cf4-89e6-4992-9481-ea81e6dcd50a
1405976900.0 0.143044948578 124 2 ef3879de-9577-4dd1-9e9e-980510eac2f6
1405976900.01 0.053848028183 21 8 d8507462-8c76-4742-9070-bf045f1e147b
1405976900.04 0.0273752212524 9 1 627c3cf4-89e6-4992-9481-ea81e6dcd50a
1405976900.04 0.0299408435822 7 1 ef3879de-9577-4dd1-9e9e-980510eac2f6
1405976900.06 0.0340640544891 16 3 37f07e3e-4496-43a2-a4f1-45dbd4197b15
1405976900.1 0.337867021561 213 99 92a510bf-e2ea-47b8-adf7-5ac064d6bd65
1405976900.12 0.0416619777679 25 13 37f07e3e-4496-43a2-a4f1-45dbd4197b15
1405976900.13 0.102161884308 77 1 d8507462-8c76-4742-9070-bf045f1e147b
1405976900.16 0.083878993988 47 1 b87a7034-9a36-405a-a5f0-96708558d338
1405976900.16 0.0247571468353 7 1 92a510bf-e2ea-47b8-adf7-5ac064d6bd65
1405976900.18 0.0262410640717 7 1 d8507462-8c76-4742-9070-bf045f1e147b
1405976900.18 0.102625846863 72 2 627c3cf4-89e6-4992-9481-ea81e6dcd50a
1405976900.2 0.616230010986 502 1818 0d65c850-f08c-4382-a6f9-7e367fdbe063
1405976900.2 0.029412984848 7 1 b87a7034-9a36-405a-a5f0-96708558d338
1405976900.24 0.186262130737 117 95 ef3879de-9577-4dd1-9e9e-980510eac2f6
1405976900.27 0.0525200366974 30 10 b87a7034-9a36-405a-a5f0-96708558d338
1405976900.28 0.0718579292297 14 190 d8507462-8c76-4742-9070-bf045f1e147b
1405976900.31 0.0256950855255 8 1 ef3879de-9577-4dd1-9e9e-980510eac2f6
1405976900.32 0.02494597435 6 1 b87a7034-9a36-405a-a5f0-96708558d338
1405976900.36 0.0413789749146 19 7 d8507462-8c76-4742-9070-bf045f1e147b
1405976900.36 0.208962917328 176 6 37f07e3e-4496-43a2-a4f1-45dbd4197b15
1405976900.39 0.0286419391632 7 1 627c3cf4-89e6-4992-9481-ea81e6dcd50a
1405976900.41 0.0287721157074 12 0 37f07e3e-4496-43a2-a4f1-45dbd4197b15
1405976900.53 0.188875198364 171 1 ef3879de-9577-4dd1-9e9e-980510eac2f6
1405976900.53 0.14306306839 126 1 d8507462-8c76-4742-9070-bf045f1e147b
1405976900.53 0.1730260849 154 1 b87a7034-9a36-405a-a5f0-96708558d338
1405976900.53 0.101665019989 83 1 627c3cf4-89e6-4992-9481-ea81e6dcd50a
1405976900.54 0.0651760101318 12 1 e4912f92-08ae-4931-9200-9d4ce1d82326
1405976900.57 0.0274047851562 10 1 627c3cf4-89e6-4992-9481-ea81e6dcd50a
1405976900.58 0.310655832291 277 0 510e8c97-e526-45d6-9ed0-7e72b3ba7aa2
1405976900.59 0.0335359573364 13 0 e4912f92-08ae-4931-9200-9d4ce1d82326
1405976900.62 0.195443868637 152 7 37f07e3e-4496-43a2-a4f1-45dbd4197b15
1405976900.65 0.455703020096 306 98 92a510bf-e2ea-47b8-adf7-5ac064d6bd65
1405976900.65 0.035740852356 15 12 510e8c97-e526-45d6-9ed0-7e72b3ba7aa2
